Word;PoS;Category;NOUN;VERB;Numbers;PRON;ADV;ADJ
сумасшедший;ADJ;;;;;;;
сумка;NOUN;;;;;;;
сундук;NOUN;Furniture;;;;;;
суп;NOUN;;;;;;;
супермаркет;NOUN;;;;;;;
супруг;NOUN;Family;;;;;;
супруга;NOUN;Family;;;;;;
сухо;ADV;;;;;;;
сухой;ADJ;;;;;;;
суши;NOUN;;;;;;;
сфера;NOUN;;;;;;;
сформировать;VERB;;;;;;;
сцена;NOUN;;;;;;;
сценический;ADJ;;;;;;;
счастливо;ADV;;;;;;;
счастливый;ADJ;;;;;;;
счёт;NOUN;;;;;;;
считаться;VERB;;;;;;;
США;NOUN;Countries;;;;;;
съесть;VERB;;;;;;;
сыграть;VERB;;;;;;;
сын;NOUN;Family;;;;;;
сыр;NOUN;;;;;;;
сюда;ADV;;;;;;;
сюжет;NOUN;;;;;;;
сюрприз;NOUN;;;;;;;
та;PRON;;;;;;;
таблетка;NOUN;;;;;;;
табурет;NOUN;Furniture;;;;;;
таиландец;NOUN;Nationality;;;;;;
таиландка;NOUN;Nationality;;;;;;
таинственный;ADJ;;;;;;;
тайга;NOUN;;;;;;;
Тайланд;NOUN;Countries;;;;;;
тайна;NOUN;;;;;;;
тайно;ADV;;;;;;;
такая;PRON;;;;;;;
также;ADV;;;;;;;
такие;PRON;;;;;;;
такое;PRON;;;;;;;
такой;PRON;;;;;;;
такси;NOUN;Transport;;;;;;
таксист;NOUN;Occupation;;;;;;
тактичный;ADJ;;;;;;;
талантливый;ADJ;;;;;;;
таможня;NOUN;;;;;;;
танец;NOUN;;;;;;;
танцевать;VERB;;;;;;;
тапочки;NOUN;Clothing;;;;;;
тарелка;NOUN;;;;;;;
твёрдо;ADV;;;;;;;
твердый;ADJ;;;;;;;
твоё;PRON;;;;;;;
твои;PRON;;;;;;;
твой;PRON;;;;;;;
творчество;NOUN;;;;;;;
твоя;PRON;;;;;;;
те;PRON;;;;;;;
театр;NOUN;;;;;;;
театральный;ADJ;;;;;;;
текст;NOUN;;;;;;;
текущий;ADJ;;;;;;;
телевизор;NOUN;;;;;;;
телеграф;NOUN;;;;;;;
телесериал;NOUN;;;;;;;
телефон;NOUN;;;;;;;
тело;NOUN;;;;;;;
тема;NOUN;;;;;;;
тематика;NOUN;;;;;;;
темно;ADV;;;;;;;
тёмный;ADJ;Color;;;;;;
темп;NOUN;;;;;;;
температура;NOUN;;;;;;;
теневой;ADJ;;;;;;;
теннис;NOUN;Sport;;;;;;
теннисист;NOUN;Sport;;;;;;
теннисистка;NOUN;Sport;;;;;;
тень;NOUN;;;;;;;
теперь;ADV;;;;;;;
тепло;ADV;;;;;;;
теплоход;NOUN;Transport;;;;;;
тёплый;ADJ;;;;;;;
терпеливый;ADJ;;;;;;;
терпеть;VERB;;;;;;;
терять;VERB;;;;;;;
тесно;ADV;;;;;;;
тест;NOUN;;;;;;;
тесто;NOUN;;;;;;;
тесть;NOUN;Family;;;;;;
тетрадь;NOUN;;;;;;;
тётя;NOUN;Family;;;;;;
техникум;NOUN;;;;;;;
течь;VERB;;;;;;;
тёща;NOUN;Family;;;;;;
тигр;NOUN;Animals;;;;;;
тихий;ADJ;;;;;;;
тихо;ADV;;;;;;;
тишина;NOUN;;;;;;;
то;PRON;;;;;;;
товар;NOUN;;;;;;;
товарищ;NOUN;;;;;;;
тогда;ADV;;;;;;;
тоже;ADV;;;;;;;
Токио;NOUN;;;;;;;
толкать;VERB;;;;;;;
толкнуть;VERB;;;;;;;
толпа;NOUN;;;;;;;
толстый;ADJ;;;;;;;
только;ADV;;;;;;;
тонкий;ADJ;;;;;;;
тонко;ADV;;;;;;;
топливо;NOUN;;;;;;;
торговец;NOUN;Occupation;;;;;;
торговка;NOUN;Occupation;;;;;;
торговля;NOUN;;;;;;;
тормозить;VERB;;;;;;;
торт;NOUN;;;;;;;
тот;PRON;;;;;;;
точка;NOUN;;;;;;;
точно;ADV;;;;;;;
трава;NOUN;;;;;;;
традиция;NOUN;;;;;;;
трактор;NOUN;Transport;;;;;;
трамвай;NOUN;Transport;;;;;;
транспорт;NOUN;Transport;;;;;;
тратить;VERB;;;;;;;
требовать;VERB;;;;;;;
тревожно;ADV;;;;;;;
тренажёр;NOUN;Sport;;;;;;
тренер;NOUN;Occupation;;;;;;
тренировка;NOUN;Sport;;;;;;
третий;Number;;;;;;;
три;Number;;;;;;;
тридцать;Number;;;;;;;
трижды;ADV;;;;;;;
тринадцать;Number;;;;;;;
триста;Number;;;;;;;
тройка;NOUN;;;;;;;
тролейбус;NOUN;Transport;;;;;;
тропинка;NOUN;;;;;;;
тротуар;NOUN;;;;;;;
труба;NOUN;;;;;;;
трубка;NOUN;;;;;;;
труд;NOUN;;;;;;;
трудиться;VERB;;;;;;;
трудно;ADV;;;;;;;
трудный;ADJ;;;;;;;
трудовой;ADJ;;;;;;;
трудоголизм;NOUN;;;;;;;
трудоголик;NOUN;;;;;;;
трудолюбивый;ADJ;;;;;;;
трудолюбие;NOUN;;;;;;;
трусы;NOUN;Clothing;;;;;;
туалет;NOUN;House;;;;;;
туда;ADV;;;;;;;
туман;NOUN;;;;;;;
тумба;NOUN;Clothing;;;;;;
Тунис;NOUN;Countries;;;;;;
тур;NOUN;;;;;;;
турагенство;NOUN;;;;;;;
туризм;NOUN;;;;;;;
турист;NOUN;;;;;;;
турок;NOUN;Nationality;;;;;;
Турция;NOUN;Countries;;;;;;
турчанка;NOUN;Nationality;;;;;;
тут;ADV;;;;;;;
туфли;NOUN;Clothing;;;;;;
ты;PRON;;;;;;;
тыква;NOUN;Vegetables;;;;;;
тысяча;Number;;;;;;;
тюрьма;NOUN;;;;;;;
тяжело;ADV;;;;;;;
тяжёлый;ADJ;;;;;;;
тянуть;VERB;;;;;;;
убедить;VERB;;;;;;;
убедиться;VERB;;;;;;;
убежать;VERB;;;;;;;
убеждать;VERB;;;;;;;
убийство;NOUN;;;;;;;
убираться;VERB;;;;;;;
уважать;VERB;;;;;;;
увеличение;NOUN;;;;;;;
увеличивать;VERB;;;;;;;
уверенный;ADJ;;;;;;;
увидеть;VERB;;;;;;;
увидеться;VERB;;;;;;;
увлечение;NOUN;;;;;;;
уволить;VERB;;;;;;;
увольнять;VERB;;;;;;;
угадать;VERB;;;;;;;
углевод;NOUN;;;;;;;
угнать;VERB;;;;;;;
угол;NOUN;;;;;;;
уголовный;ADJ;;;;;;;
уголь;NOUN;;;;;;;
угон;NOUN;;;;;;;
угонять;VERB;;;;;;;
угощать;VERB;;;;;;;
угроза;NOUN;;;;;;;
удаваться;VERB;;;;;;;
удар;NOUN;;;;;;;
ударение;NOUN;;;;;;;
ударить;VERB;;;;;;;
удаться;VERB;;;;;;;
удача;NOUN;;;;;;;
удачно;ADV;;;;;;;
уделить;VERB;;;;;;;
уделять;VERB;;;;;;;
удивительно;ADV;;;;;;;
удивительный;ADJ;;;;;;;
удивиться;VERB;;;;;;;
удивлённый;ADJ;;;;;;;
удивляться;VERB;;;;;;;
удобно;ADV;;;;;;;
удовлетворить;VERB;;;;;;;
удовлетворять;VERB;;;;;;;
удовольствие;NOUN;;;;;;;
удостоверение;NOUN;;;;;;;
удочка;NOUN;;;;;;;
уезжать;VERB;;;;;;;
уехать;VERB;;;;;;;
ужас;NOUN;;;;;;;
ужасно;ADV;;;;;;;
ужасный;ADJ;;;;;;;
уже;ADV;;;;;;;
ужесточать;VERB;;;;;;;
ужесточить;VERB;;;;;;;
ужин;NOUN;;;;;;;
ужинать;VERB;;;;;;;
узел;NOUN;;;;;;;
узкий;ADJ;;;;;;;
узнавать;VERB;;;;;;;
узнать;VERB;;;;;;;
узы;NOUN;;;;;;;
уйти;VERB;;;;;;;
укладывать;VERB;;;;;;;
Украина;NOUN;Countries;;;;;;
украинец;NOUN;Nationality;;;;;;
украинка;NOUN;Nationality;;;;;;
украинский;ADJ;;;;;;;
украсть;VERB;;;;;;;
укрепить;VERB;;;;;;;
укрепление;NOUN;;;;;;;
укреплять;VERB;;;;;;;
укроп;NOUN;Vegetables;;;;;;
улетать;VERB;;;;;;;
улететь;VERB;;;;;;;
улитка;NOUN;Animals;;;;;;
улица;NOUN;;;;;;;
уличный;ADJ;;;;;;;
уложить;VERB;;;;;;;
улучшать;VERB;;;;;;;
улучшенный;ADJ;;;;;;;
улучшить;VERB;;;;;;;
улыбаться;VERB;;;;;;;
улыбка;NOUN;;;;;;;
улыбнуться;VERB;;;;;;;
ум;NOUN;;;;;;;
уменьшать;VERB;;;;;;;
уменьшить;VERB;;;;;;;
умереть;VERB;;;;;;;
уметь;VERB;;;;;;;
умирать;VERB;;;;;;;
умножать;VERB;;;;;;;
умножить;VERB;;;;;;;
умный;ADJ;;;;;;;
умываться;VERB;;;;;;;
университет;NOUN;;;;;;;
университетский;ADJ;;;;;;;
уникальный;ADJ;;;;;;;
униформа;NOUN;Clothing;;;;;;
уничтожать;VERB;;;;;;;
уничтожить;VERB;;;;;;;
упасть;VERB;;;;;;;
уплата;NOUN;;;;;;;
употребить;VERB;;;;;;;
употребление;NOUN;;;;;;;
употреблять;VERB;;;;;;;
управление;NOUN;;;;;;;
управленческий;ADJ;;;;;;;
управлять;VERB;;;;;;;
упражнение;NOUN;;;;;;;
упрекать;VERB;;;;;;;
упрекнуть;VERB;;;;;;;
упростить;VERB;;;;;;;
упрощать;VERB;;;;;;;
упрямо;ADV;;;;;;;
урезать;VERB;;;;;;;
уровень;NOUN;;;;;;;
уродливый;ADJ;;;;;;;
урожай;NOUN;;;;;;;
урок;NOUN;;;;;;;
усердно;ADV;;;;;;;
условие;NOUN;;;;;;;
услышать;VERB;;;;;;;
успеваемость;NOUN;;;;;;;
успешный;ADJ;;;;;;;
успокаивать;VERB;;;;;;;
успокоить;VERB;;;;;;;
успокоиться;VERB;;;;;;;
усталость;NOUN;;;;;;;
усталый;ADJ;;;;;;;
устанавливать;VERB;;;;;;;
установить;VERB;;;;;;;
установление;NOUN;;;;;;;
устать;VERB;;;;;;;
устраивать;VERB;;;;;;;
устраиваться;VERB;;;;;;;
устроить;VERB;;;;;;;
устроиться;VERB;;;;;;;
уступать;VERB;;;;;;;
уступить;VERB;;;;;;;
усы;NOUN;;;;;;;
утверждать;VERB;;;;;;;
утечка;NOUN;;;;;;;
утка;NOUN;Animals;;;;;;
утро;NOUN;;;;;;;
утром;ADV;;;;;;;
уха;NOUN;;;;;;;
ухаживать;VERB;;;;;;;
ухо;NOUN;;;;;;;
уходить;VERB;;;;;;;
ухудшаться;VERB;;;;;;;
ухудшение;NOUN;;;;;;;
ухудшиться;VERB;;;;;;;
участвовать;VERB;;;;;;;
участок;NOUN;;;;;;;
учёба;NOUN;;;;;;;
учебник;NOUN;;;;;;;
учебный;ADJ;;;;;;;
учёный;NOUN, ADJ;;;;;;;
училище;NOUN;;;;;;;
учитель;NOUN;Occupation;;;;;;
учительница;NOUN;Occupation;;;;;;
учить;VERB;;;;;;;
учиться;VERB;;;;;;;
учреждённый;ADJ;;;;;;;
уютно;ADV;;;;;;;
фабрика;NOUN;;;;;;;
факел;NOUN;;;;;;;
факультет;NOUN;;;;;;;
фамилия;NOUN;;;;;;;
фанат;NOUN;;;;;;;
фанатка;NOUN;;;;;;;
фантастика;NOUN;;;;;;;
фасоль;NOUN;Vegetables;;;;;;
февраль;NOUN;;;;;;;
фен;NOUN;;;;;;;
ферма;NOUN;;;;;;;
фермер;NOUN;Occupation;;;;;;
фестиваль;NOUN;;;;;;;
физический;ADJ;;;;;;;
фиксировать;VERB;;;;;;;
филолог;NOUN;Occupation;;;;;;
филологический;ADJ;;;;;;;
филология;NOUN;;;;;;;
философ;NOUN;Occupation;;;;;;
философия;NOUN;;;;;;;
фильм;NOUN;;;;;;;
финансировать;VERB;;;;;;;
финик;NOUN;Fruits;;;;;;
финка;NOUN;Nationality;;;;;;
Финляндия;NOUN;Countries;;;;;;
финн;NOUN;Nationality;;;;;;
финский;ADJ;;;;;;;
фиолетовый;ADJ;Color;;;;;;
фирма;NOUN;;;;;;;
флаг;NOUN;;;;;;;
флот;NOUN;;;;;;;
фонарик;NOUN;;;;;;;
фонд;NOUN;;;;;;;
форма;NOUN;;;;;;;
формировать;VERB;;;;;;;
фото;NOUN;;;;;;;
фотограф;NOUN;Occupation;;;;;;
фотографировать;VERB;;;;;;;
фотография;NOUN;;;;;;;
фраза;NOUN;;;;;;;
Франция;NOUN;Countries;;;;;;
француженка;NOUN;Nationality;;;;;;
француз;NOUN;Nationality;;;;;;
французский;ADJ;;;;;;;
фрикадельки;NOUN;;;;;;;
фрукт;NOUN;Fruits;;;;;;
футбол;NOUN;Sport;;;;;;
футболист;NOUN;Sport;;;;;;
футболка;NOUN;Clothing;;;;;;
халат;NOUN;Clothing;;;;;;
характер;NOUN;;;;;;;
хвалить;VERB;;;;;;;
хватать;VERB;;;;;;;
хвост;NOUN;;;;;;;
Хельсинки;NOUN;;;;;;;
химик;NOUN;Occupation;;;;;;
химический;ADJ;;;;;;;
хитро;ADV;;;;;;;
хлеб;NOUN;;;;;;;
хлопать;VERB;;;;;;;
хобби;NOUN;;;;;;;
ходить;VERB;;;;;;;
хозяин;NOUN;;;;;;;
хозяйка;NOUN;;;;;;;
хоккеист;NOUN;Sport;;;;;;
хоккей;NOUN;Sport;;;;;;
холл;NOUN;House;;;;;;
холм;NOUN;;;;;;;
холод;NOUN;;;;;;;
холодильник;NOUN;;;;;;;
холодно;ADV;;;;;;;
холодный;ADJ;;;;;;;
хомяк;NOUN;Animals;;;;;;
Хорватия;NOUN;Countries;;;;;;
хороший;ADJ;;;;;;;
хорошо;ADV;;;;;;;
хотеть;VERB;;;;;;;
храм;NOUN;;;;;;;
храниться;VERB;;;;;;;
христианство;NOUN;;;;;;;
художественный;ADJ;;;;;;;
художник;NOUN;Occupation;;;;;;
художница;NOUN;Occupation;;;;;;
худой;ADJ;;;;;;;
худший;ADJ;;;;;;;
хуже;ADV;;;;;;;
хулиганство;NOUN;;;;;;;
цапля;NOUN;Animals;;;;;;
царапать;VERB;;;;;;;
царапина;NOUN;;;;;;;
царица;NOUN;;;;;;;
царство;NOUN;;;;;;;
царь;NOUN;;;;;;;
цвести;VERB;;;;;;;
цвет;NOUN;;;;;;;
цветной;ADJ;Color;;;;;;
цветок;NOUN;;;;;;;
целеустремлённый;ADJ;;;;;;;
целиком;ADV;;;;;;;
целовать;VERB;;;;;;;
целый;ADJ;;;;;;;
цель;NOUN;;;;;;;
цена;NOUN;;;;;;;
ценить;VERB;;;;;;;
ценность;NOUN;;;;;;;
ценный;ADJ;;;;;;;
центр;NOUN;;;;;;;
цепочка;NOUN;;;;;;;
цирк;NOUN;;;;;;;
циркач;NOUN;Occupation;;;;;;
циркачка;NOUN;Occupation;;;;;;
цифрa;NOUN;;;;;;;
цифровой;ADJ;;;;;;;
цунами;NOUN;;;;;;;
Цюрих;NOUN;;;;;;;
чаевые;NOUN;;;;;;;
чай;NOUN;;;;;;;
чайник;NOUN;;;;;;;
чайный;ADJ;;;;;;;
час;NOUN;;;;;;;
часовщик;NOUN;Occupation;;;;;;
часто;ADV;;;;;;;
часть;NOUN;;;;;;;
часы;NOUN;;;;;;;
чашка;NOUN;;;;;;;
чей;PRON;;;;;;;
человек;NOUN;;;;;;;
человечество;NOUN;;;;;;;
чемодан;NOUN;;;;;;;
чемпион;NOUN;Sport;;;;;;
чемпионат;NOUN;Sport;;;;;;
чемпионка;NOUN;Sport;;;;;;
черепаха;NOUN;Animals;;;;;;
черешня;NOUN;Fruits;;;;;;
чёрный;ADJ;Color;;;;;;
черта;NOUN;;;;;;;
чертёж;NOUN;;;;;;;
чеснок;NOUN;Vegetables;;;;;;
честно;ADV;;;;;;;
честный;ADJ;;;;;;;
четверг;NOUN;;;;;;;
четвёрка;NOUN;;;;;;;
четвёртый;Number;;;;;;;
четверть;NOUN;;;;;;;
четыре;Number;;;;;;;
четыреста;Number;;;;;;;
четырнадцать;Number;;;;;;;
чех;NOUN;Nationality;;;;;;
Чехия;NOUN;Countries;;;;;;
чешка;NOUN;Nationality;;;;;;
Чили;NOUN;;;;;;;
чилиец;NOUN;Nationality;;;;;;
чилийка;NOUN;Nationality;;;;;;
чинить;VERB;;;;;;;
чиновник;NOUN;Occupation;;;;;;
чипсы;NOUN;;;;;;;
численность;NOUN;;;;;;;
число;NOUN;;;;;;;
чистить;VERB;;;;;;;
чисто;ADV;;;;;;;
чистый;ADJ;;;;;;;
читать;VERB;;;;;;;
член;NOUN;;;;;;;
чтение;NOUN;;;;;;;
что;PRON;;;;;;;
чувство;NOUN;;;;;;;
чувствовать;VERB;;;;;;;
чудесно;ADV;;;;;;;
чудовище;NOUN;;;;;;;
чужой;ADJ;;;;;;;
чьи;PRON;;;;;;;
чья;PRON;;;;;;;
шаг;NOUN;;;;;;;
шагать;VERB;;;;;;;
шампанское;NOUN;;;;;;;
шампунь;NOUN;;;;;;;
шапка;NOUN;Clothing;;;;;;
шар;NOUN;;;;;;;
шарик;NOUN;;;;;;;
шарф;NOUN;Clothing;;;;;;
шахматист;NOUN;Sport;;;;;;
шахматистка;NOUN;Sport;;;;;;
шахматы;NOUN;Sport;;;;;;
шашлык;NOUN;;;;;;;
швед;NOUN;Nationality;;;;;;
шведка;NOUN;Nationality;;;;;;
Швейцария;NOUN;Countries;;;;;;
Швеция;NOUN;Countries;;;;;;
шедевр;NOUN;;;;;;;
шёлк;NOUN;;;;;;;
шёпот;NOUN;;;;;;;
шептать;VERB;;;;;;;
шерсть;NOUN;;;;;;;
шестнадцать;Number;;;;;;;
шестой;Number;;;;;;;
шесть;Number;;;;;;;
шестьдесят;Number;;;;;;;
шестьсот;Number;;;;;;;
шея;NOUN;;;;;;;
шина;NOUN;;;;;;;
широкий;ADJ;;;;;;;
широко;ADV;;;;;;;
шишка;NOUN;;;;;;;
шкаф;NOUN;Furniture;;;;;;
школа;NOUN;;;;;;;
школьник;NOUN;;;;;;;
школьница;NOUN;;;;;;;
школьный;ADJ;;;;;;;
шлем;NOUN;;;;;;;
шляпа;NOUN;Clothing;;;;;;
шок;NOUN;;;;;;;
шоколад;NOUN;;;;;;;
шоколадный;ADJ;;;;;;;
шорты;NOUN;Clothing;;;;;;
шоссе;NOUN;;;;;;;
шоу;NOUN;;;;;;;
шпинат;NOUN;Vegetables;;;;;;
шпион;NOUN;Occupation;;;;;;
шпионский;ADJ;;;;;;;
шторм;NOUN;;;;;;;
шторы;NOUN;Furniture;;;;;;
штраф;NOUN;;;;;;;
штука;NOUN;;;;;;;
штурвал;NOUN;;;;;;;
шуба;NOUN;Clothing;;;;;;
шум;NOUN;;;;;;;
шуметь;VERB;;;;;;;
шумно;ADV;;;;;;;
шумный;ADJ;;;;;;;
шутить;VERB;;;;;;;
шутка;NOUN;;;;;;;
щедро;ADV;;;;;;;
щека;NOUN;;;;;;;
щекотание;NOUN;;;;;;;
щель;NOUN;;;;;;;
щенок;NOUN;Animals;;;;;;
щётка;NOUN;;;;;;;
щипцы;NOUN;;;;;;;
эгоист;NOUN;;;;;;;
Эдинбург;NOUN;;;;;;;
экзамен;NOUN;;;;;;;
экологический;ADJ;;;;;;;
экономика;NOUN;;;;;;;
экономист;NOUN;Occupation;;;;;;
экономить;VERB;;;;;;;
экономический;ADJ;;;;;;;
экран;NOUN;;;;;;;
экскурсия;NOUN;;;;;;;
экскурсовод;NOUN;Occupation;;;;;;
экспонат;NOUN;;;;;;;
электрик;NOUN;Occupation;;;;;;
электрический;ADJ;;;;;;;
электричество;NOUN;;;;;;;
электричка;NOUN;Transport;;;;;;
электроника;NOUN;;;;;;;
электроснабжение;NOUN;;;;;;;
энергичный;ADJ;;;;;;;
энергоноситель;NOUN;;;;;;;
эскалатор;NOUN;;;;;;;
Эстония;NOUN;Countries;;;;;;
эстрадный;ADJ;;;;;;;
эта;PRON;;;;;;;
этаж;NOUN;House;;;;;;
эти;PRON;;;;;;;
это;PRON;;;;;;;
этот;PRON;;;;;;;
эффективно;ADV;;;;;;;
ЮАР;NOUN;Countries;;;;;;
юбка;NOUN;Clothing;;;;;;
ювелир;NOUN;Occupation;;;;;;
ювелирный;ADJ;;;;;;;
юг;NOUN;;;;;;;
южный;ADJ;;;;;;;
юмор;NOUN;;;;;;;
юноша;NOUN;;;;;;;
юный;ADJ;;;;;;;
юридический;ADJ;;;;;;;
я;PRON;;;;;;;
яблоко;NOUN;Fruits;;;;;;
явление;NOUN;;;;;;;
явно;ADV;;;;;;;
ягода;NOUN;Fruits;;;;;;
ягуар;NOUN;Animals;;;;;;
яд;NOUN;;;;;;;
ядерный;ADJ;;;;;;;
